timestamp,checkout_id,amount,predicted_cause,confidence,recoverability_score,chosen_action,ERV_score,reasoning,stop_reason,simulated_outcome
2026-09-05 11:03:42.016360,CHK_000025,1080.0,OTP_FRICTION,0.9997,0.5861,STOP,0.0,Stopped by rule: COOLDOWN,NONE,NOT_CONTACTED
2026-09-05 11:03:42.016393,CHK_000026,7117.0,DISTRACTION_TIMEOUT,0.9997,0.3902,STOP,0.0,Stopped by rule: IGNORED_INTERVENTIONS,NONE,NOT_CONTACTED
2026-09-05 11:03:42.016427,CHK_000027,6611.0,PRICE_HESITATION,0.9998,0.2356,NUDGE,1433.01,NUDGE chosen | cause=PRICE_HESITATION | confidence=1.000 | recoverability=0.236 | time=33min | amount=₹6611 | ERV=₹1433,NONE,PENDING
2026-09-05 11:03:42.016459,CHK_000028,5913.0,PRICE_HESITATION,0.9997,0.225,STOP,0.0,Stopped by rule: COOLDOWN,NONE,NOT_CONTACTED
2026-09-05 11:03:42.016490,CHK_000029,11761.0,PAYMENT_FAILURE,0.9996,0.3428,STOP,0.0,Stopped by rule: LOW_RECOVERABILITY,NONE,NOT_CONTACTED
2026-09-05 11:03:42.016520,CHK_000030,2071.0,DISTRACTION_TIMEOUT,0.9998,0.4234,STOP,0.0,Stopped by rule: IGNORED_INTERVENTIONS,NONE,NOT_CONTACTED
2026-09-05 11:03:42.016551,CHK_000031,895.0,OTP_FRICTION,0.9998,0.5665,STOP,0.0,Stopped by rule: COOLDOWN,NONE,NOT_CONTACTED
2026-09-05 11:03:42.016582,CHK_000032,9651.0,PRICE_HESITATION,0.9998,0.2272,STOP,0.0,Stopped by rule: IGNORED_INTERVENTIONS,NONE,NOT_CONTACTED
2026-09-05 11:03:42.016614,CHK_000033,5346.0,PAYMENT_FAILURE,0.9997,0.437,STOP,0.0,Stopped by rule: IGNORED_INTERVENTIONS,NONE,NOT_CONTACTED
2026-09-05 11:03:42.016652,CHK_000034,1865.0,DISTRACTION_TIMEOUT,0.9997,0.3735,STOP,0.0,Stopped by rule: MAX_TOUCHES,NONE,NOT_CONTACTED
2026-09-05 11:03:42.016683,CHK_000035,4768.0,OTP_FRICTION,0.9998,0.4648,STOP,0.0,Stopped by rule: MAX_TOUCHES,NONE,NOT_CONTACTED
2026-09-05 11:03:42.016715,CHK_000036,7029.0,PRICE_HESITATION,0.9997,0.1551,STOP,0.0,Stopped by rule: COOLDOWN,NONE,NOT_CONTACTED
2026-09-05 11:03:42.016827,CHK_000037,6690.0,DISTRACTION_TIMEOUT,0.9997,0.213,STOP,0.0,Stopped by rule: IGNORED_INTERVENTIONS,NONE,NOT_CONTACTED
2026-09-05 11:03:42.017005,CHK_000038,7319.0,PAYMENT_FAILURE,0.9997,0.4582,PAYMENT_METHOD_SWITCH,3822.74,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.458 | time=145min | amount=₹7319 | ERV=₹3823,NONE,RECOVERED
2026-09-05 11:03:42.017080,CHK_000039,1424.0,DISTRACTION_TIMEOUT,0.9998,0.3832,STOP,0.0,Stopped by rule: LOW_RECOVERABILITY,NONE,NOT_CONTACTED
2026-09-05 11:03:42.017174,CHK_000040,4425.0,OTP_FRICTION,0.9998,0.4284,NUDGE,1744.21,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.428 | time=1069min | amount=₹4425 | ERV=₹1744,NONE,RECOVERED
2026-09-05 11:03:42.017227,CHK_000041,1960.0,OTP_FRICTION,0.9997,0.5911,RETRY_LINK,1305.78,RETRY_LINK chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.591 | time=51min | amount=₹1960 | ERV=₹1306,NONE,RECOVERED
2026-09-05 11:03:42.017299,CHK_000042,3919.0,PAYMENT_FAILURE,0.9997,0.3987,PAYMENT_METHOD_SWITCH,1781.35,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.399 | time=596min | amount=₹3919 | ERV=₹1781,NONE,PENDING
2026-09-05 11:03:42.017345,CHK_000043,7044.0,OTP_FRICTION,0.9997,0.5412,RETRY_LINK,4296.4,RETRY_LINK chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.541 | time=252min | amount=₹7044 | ERV=₹4296,NONE,PENDING
2026-09-05 11:03:42.017385,CHK_000044,1831.0,OTP_FRICTION,0.9998,0.5341,STOP,0.0,Stopped by rule: MAX_TOUCHES,NONE,NOT_CONTACTED
2026-09-05 11:03:42.017439,CHK_000045,3332.0,PAYMENT_FAILURE,0.9996,0.4639,PAYMENT_METHOD_SWITCH,1761.95,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.464 | time=111min | amount=₹3332 | ERV=₹1762,NONE,PENDING
2026-09-05 11:03:42.017478,CHK_000046,1166.0,OTP_FRICTION,0.9998,0.5275,STOP,0.0,Stopped by rule: COOLDOWN,NONE,NOT_CONTACTED
2026-09-05 11:03:42.017511,CHK_000047,8376.0,PRICE_HESITATION,0.9997,0.2261,STOP,0.0,Stopped by rule: LOW_RECOVERABILITY,NONE,NOT_CONTACTED
2026-09-05 11:03:42.017543,CHK_000048,10747.0,PAYMENT_FAILURE,0.9997,0.4567,STOP,0.0,Stopped by rule: COOLDOWN,NONE,NOT_CONTACTED
2026-09-05 11:03:42.017578,CHK_000049,2146.0,OTP_FRICTION,0.9998,0.5728,NUDGE,1130.98,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.573 | time=119min | amount=₹2146 | ERV=₹1131,NONE,PENDING
2026-09-05 11:03:42.017630,CHK_000050,625.0,PAYMENT_FAILURE,0.9996,0.4775,PAYMENT_METHOD_SWITCH,340.23,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.478 | time=34min | amount=₹625 | ERV=₹340,NONE,PENDING
2026-09-05 11:03:42.017664,CHK_000051,7238.0,DISTRACTION_TIMEOUT,0.9995,0.2222,STOP,0.0,Stopped by rule: MAX_TOUCHES,NONE,NOT_CONTACTED
2026-09-05 11:03:42.017697,CHK_000052,4235.0,OTP_FRICTION,0.9997,0.4509,NUDGE,1756.8,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.451 | time=828min | amount=₹4235 | ERV=₹1757,NONE,RECOVERED
2026-09-05 11:03:42.017731,CHK_000053,617.0,PAYMENT_FAILURE,0.9997,0.4627,STOP,0.0,Stopped by rule: MAX_TOUCHES,NONE,NOT_CONTACTED
2026-09-05 11:03:42.017763,CHK_000054,2548.0,OTP_FRICTION,0.9998,0.5623,STOP,0.0,Stopped by rule: MAX_TOUCHES,NONE,NOT_CONTACTED
2026-09-05 11:03:42.017802,CHK_000055,2719.0,OTP_FRICTION,0.9997,0.5948,RETRY_LINK,1822.69,RETRY_LINK chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.595 | time=38min | amount=₹2719 | ERV=₹1823,NONE,RECOVERED
2026-09-05 11:03:42.017835,CHK_000056,735.0,DISTRACTION_TIMEOUT,0.9998,0.3941,STOP,0.0,Stopped by rule: MAX_TOUCHES,NONE,NOT_CONTACTED
2026-09-05 11:03:42.017869,CHK_000057,5320.0,OTP_FRICTION,0.9998,0.5318,NUDGE,2602.98,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.532 | time=296min | amount=₹5320 | ERV=₹2603,NONE,RECOVERED
2026-09-05 11:03:42.017901,CHK_000058,6484.0,PAYMENT_FAILURE,0.9998,0.3033,STOP,0.0,STOP chosen: 3411 min exceeds 2920 min window for PAYMENT_FAILURE,NONE,NOT_CONTACTED
2026-09-05 11:03:42.017932,CHK_000059,1702.0,OTP_FRICTION,0.9998,0.5633,STOP,0.0,Stopped by rule: IGNORED_INTERVENTIONS,NONE,NOT_CONTACTED
2026-09-05 11:03:42.017963,CHK_000060,3145.0,DISTRACTION_TIMEOUT,0.9998,0.3772,STOP,0.0,Stopped by rule: LOW_RECOVERABILITY,NONE,NOT_CONTACTED
2026-09-05 11:03:42.017999,CHK_000061,594.0,OTP_FRICTION,0.9998,0.553,STOP,0.0,Stopped by rule: OPT_OUT,NONE,NOT_CONTACTED
2026-09-05 11:03:42.018037,CHK_000062,9783.0,PRICE_HESITATION,0.9998,0.2328,DISCOUNT_OFFER,2420.02,DISCOUNT_OFFER chosen | cause=PRICE_HESITATION | confidence=1.000 | recoverability=0.233 | time=92min | amount=₹9783 | ERV=₹2420,NONE,PENDING
2026-09-05 11:03:42.018068,CHK_000063,13725.0,PRICE_HESITATION,0.9997,0.1849,STOP,0.0,Stopped by rule: LOW_RECOVERABILITY,NONE,NOT_CONTACTED
2026-09-05 11:03:42.018107,CHK_000064,7612.0,OTP_FRICTION,0.9998,0.5805,NUDGE,4064.98,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.580 | time=90min | amount=₹7612 | ERV=₹4065,NONE,RECOVERED
2026-09-05 11:03:42.018145,CHK_000065,9166.0,OTP_FRICTION,0.9998,0.5577,NUDGE,4702.83,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.558 | time=180min | amount=₹9166 | ERV=₹4703,NONE,PENDING
2026-09-05 11:03:42.018178,CHK_000066,10895.0,PAYMENT_FAILURE,0.9996,0.3006,STOP,0.0,STOP chosen: 4049 min exceeds 2920 min window for PAYMENT_FAILURE,NONE,NOT_CONTACTED
2026-09-05 11:03:42.018208,CHK_000067,11181.0,PRICE_HESITATION,0.9998,0.1843,STOP,0.0,Stopped by rule: IGNORED_INTERVENTIONS,NONE,NOT_CONTACTED
2026-09-05 11:03:42.018261,CHK_000068,6297.0,PAYMENT_FAILURE,0.9996,0.4193,PAYMENT_METHOD_SWITCH,3010.24,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.419 | time=415min | amount=₹6297 | ERV=₹3010,NONE,PENDING
2026-09-05 11:03:42.018294,CHK_000069,13271.0,PRICE_HESITATION,0.9998,0.1854,STOP,0.0,Stopped by rule: LOW_RECOVERABILITY,NONE,NOT_CONTACTED
2026-09-05 11:03:42.018477,CHK_000070,5047.0,DISTRACTION_TIMEOUT,0.9997,0.434,STOP,0.0,Stopped by rule: MAX_TOUCHES,NONE,NOT_CONTACTED
2026-09-05 11:03:42.018523,CHK_000071,8852.0,PRICE_HESITATION,0.9998,0.2211,DISCOUNT_OFFER,2079.46,DISCOUNT_OFFER chosen | cause=PRICE_HESITATION | confidence=1.000 | recoverability=0.221 | time=355min | amount=₹8852 | ERV=₹2079,NONE,PENDING
2026-09-05 11:03:42.018564,CHK_000072,3073.0,OTP_FRICTION,0.9998,0.564,RETRY_LINK,1953.32,RETRY_LINK chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.564 | time=154min | amount=₹3073 | ERV=₹1953,NONE,PENDING
2026-09-05 11:03:42.018602,CHK_000073,7481.0,OTP_FRICTION,0.9998,0.5842,NUDGE,4021.0,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.584 | time=76min | amount=₹7481 | ERV=₹4021,NONE,RECOVERED
2026-09-05 11:03:42.018653,CHK_000074,10400.0,PAYMENT_FAILURE,0.9996,0.4523,PAYMENT_METHOD_SWITCH,5362.97,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.452 | time=181min | amount=₹10400 | ERV=₹5363,NONE,PENDING
2026-09-05 11:03:42.018688,CHK_000075,10340.0,PRICE_HESITATION,0.9998,0.1727,STOP,0.0,Stopped by rule: COOLDOWN,NONE,NOT_CONTACTED
2026-09-05 11:03:42.018719,CHK_000076,7601.0,DISTRACTION_TIMEOUT,0.9995,0.4327,STOP,0.0,Stopped by rule: OPT_OUT,NONE,NOT_CONTACTED
2026-09-05 11:03:42.018753,CHK_000077,6203.0,PRICE_HESITATION,0.9997,0.2204,STOP,0.0,Stopped by rule: COOLDOWN,NONE,NOT_CONTACTED
2026-09-05 11:03:42.018785,CHK_000078,6104.0,OTP_FRICTION,0.9997,0.3695,STOP,0.0,STOP chosen: 3002 min exceeds 2432 min window for OTP_FRICTION,NONE,NOT_CONTACTED
2026-09-05 11:03:42.018818,CHK_000079,5306.0,DISTRACTION_TIMEOUT,0.9997,0.4193,NUDGE,2353.77,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.419 | time=103min | amount=₹5306 | ERV=₹2354,NONE,PENDING
2026-09-05 11:03:42.018852,CHK_000080,3483.0,OTP_FRICTION,0.9997,0.5506,NUDGE,1764.46,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.551 | time=210min | amount=₹3483 | ERV=₹1764,NONE,PENDING
2026-09-05 11:03:42.018883,CHK_000081,3741.0,DISTRACTION_TIMEOUT,0.9998,0.3092,STOP,0.0,Stopped by rule: MAX_TOUCHES,NONE,NOT_CONTACTED
2026-09-05 11:03:42.018914,CHK_000082,4861.0,OTP_FRICTION,0.9998,0.5261,STOP,0.0,Stopped by rule: IGNORED_INTERVENTIONS,NONE,NOT_CONTACTED
2026-09-05 11:03:42.018947,CHK_000083,8673.0,DISTRACTION_TIMEOUT,0.9994,0.2631,NUDGE,2414.51,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=0.999 | recoverability=0.263 | time=1451min | amount=₹8673 | ERV=₹2415,NONE,PENDING
2026-09-05 11:03:42.018993,CHK_000084,9576.0,PAYMENT_FAILURE,0.9997,0.4402,PAYMENT_METHOD_SWITCH,4805.03,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.440 | time=261min | amount=₹9576 | ERV=₹4805,NONE,RECOVERED
2026-09-05 11:03:42.019030,CHK_000085,2413.0,DISTRACTION_TIMEOUT,0.9998,0.3253,NUDGE,830.54,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.325 | time=689min | amount=₹2413 | ERV=₹831,NONE,RECOVERED
2026-09-05 11:03:42.019068,CHK_000086,3218.0,PRICE_HESITATION,0.9997,0.2256,NUDGE,667.88,NUDGE chosen | cause=PRICE_HESITATION | confidence=1.000 | recoverability=0.226 | time=251min | amount=₹3218 | ERV=₹668,NONE,PENDING
2026-09-05 11:03:42.019115,CHK_000087,8728.0,PAYMENT_FAILURE,0.9998,0.3084,PAYMENT_METHOD_SWITCH,3068.25,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.308 | time=2787min | amount=₹8728 | ERV=₹3068,NONE,PENDING
2026-09-05 11:03:42.019196,CHK_000088,4811.0,PAYMENT_FAILURE,0.9997,0.4541,STOP,0.0,Stopped by rule: COOLDOWN,NONE,NOT_CONTACTED
2026-09-05 11:03:42.019245,CHK_000089,6650.0,DISTRACTION_TIMEOUT,0.9996,0.2985,STOP,0.0,Stopped by rule: MAX_TOUCHES,NONE,NOT_CONTACTED
2026-09-05 11:03:42.019315,CHK_000090,4064.0,PRICE_HESITATION,0.9997,0.2226,NUDGE,832.4,NUDGE chosen | cause=PRICE_HESITATION | confidence=1.000 | recoverability=0.223 | time=319min | amount=₹4064 | ERV=₹832,NONE,PENDING
2026-09-05 11:03:42.019366,CHK_000091,10776.0,PAYMENT_FAILURE,0.9997,0.4505,STOP,0.0,Stopped by rule: IGNORED_INTERVENTIONS,NONE,NOT_CONTACTED
2026-09-05 11:03:42.019401,CHK_000092,12699.0,PRICE_HESITATION,0.9998,0.2267,STOP,0.0,Stopped by rule: COOLDOWN,NONE,NOT_CONTACTED
2026-09-05 11:03:42.019441,CHK_000093,2038.0,PRICE_HESITATION,0.9997,0.2219,NUDGE,415.98,NUDGE chosen | cause=PRICE_HESITATION | confidence=1.000 | recoverability=0.222 | time=337min | amount=₹2038 | ERV=₹416,NONE,PENDING
2026-09-05 11:03:42.019478,CHK_000094,7626.0,PRICE_HESITATION,0.9997,0.2275,STOP,0.0,Stopped by rule: COOLDOWN,NONE,NOT_CONTACTED
2026-09-05 11:03:42.019510,CHK_000095,1484.0,PAYMENT_FAILURE,0.9997,0.4323,STOP,0.0,Stopped by rule: COOLDOWN,NONE,NOT_CONTACTED
2026-09-05 11:03:42.019544,CHK_000096,7599.0,DISTRACTION_TIMEOUT,0.9995,0.421,NUDGE,3384.71,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=0.999 | recoverability=0.421 | time=95min | amount=₹7599 | ERV=₹3385,NONE,PENDING
2026-09-05 11:03:42.019576,CHK_000097,10920.0,PRICE_HESITATION,0.9998,0.2331,STOP,0.0,Stopped by rule: IGNORED_INTERVENTIONS,NONE,NOT_CONTACTED
2026-09-05 11:03:42.019607,CHK_000098,14236.0,PRICE_HESITATION,0.9998,0.2232,STOP,0.0,Stopped by rule: LOW_RECOVERABILITY,NONE,NOT_CONTACTED
2026-09-05 11:03:42.019645,CHK_000099,8917.0,PRICE_HESITATION,0.9997,0.2256,DISCOUNT_OFFER,2137.35,DISCOUNT_OFFER chosen | cause=PRICE_HESITATION | confidence=1.000 | recoverability=0.226 | time=251min | amount=₹8917 | ERV=₹2137,NONE,PENDING
2026-09-05 11:03:42.019696,CHK_000100,521.0,PAYMENT_FAILURE,0.9997,0.4792,PAYMENT_METHOD_SWITCH,284.61,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.479 | time=25min | amount=₹521 | ERV=₹285,NONE,PENDING
2026-09-05 11:03:42.019730,CHK_000101,4138.0,OTP_FRICTION,0.9998,0.5504,STOP,0.0,Stopped by rule: IGNORED_INTERVENTIONS,NONE,NOT_CONTACTED
2026-09-05 11:03:42.019776,CHK_000102,6578.0,PAYMENT_FAILURE,0.9998,0.4463,PAYMENT_METHOD_SWITCH,3346.59,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.446 | time=220min | amount=₹6578 | ERV=₹3347,NONE,RECOVERED
2026-09-05 11:03:42.019812,CHK_000103,2212.0,DISTRACTION_TIMEOUT,0.9998,0.4134,NUDGE,967.51,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.413 | time=131min | amount=₹2212 | ERV=₹968,NONE,RECOVERED
2026-09-05 11:03:42.019843,CHK_000104,7395.0,DISTRACTION_TIMEOUT,0.9997,0.4176,STOP,0.0,Stopped by rule: COOLDOWN,NONE,NOT_CONTACTED
2026-09-05 11:03:42.019875,CHK_000105,5155.0,PRICE_HESITATION,0.9997,0.2088,STOP,0.0,Stopped by rule: MAX_TOUCHES,NONE,NOT_CONTACTED
2026-09-05 11:03:42.019906,CHK_000106,6224.0,DISTRACTION_TIMEOUT,0.9998,0.4045,STOP,0.0,Stopped by rule: IGNORED_INTERVENTIONS,NONE,NOT_CONTACTED
2026-09-05 11:03:42.019937,CHK_000107,11847.0,PRICE_HESITATION,0.9998,0.2362,STOP,0.0,Stopped by rule: IGNORED_INTERVENTIONS,NONE,NOT_CONTACTED
2026-09-05 11:03:42.019967,CHK_000108,7178.0,PRICE_HESITATION,0.9998,0.2285,STOP,0.0,Stopped by rule: IGNORED_INTERVENTIONS,NONE,NOT_CONTACTED
2026-09-05 11:03:42.020002,CHK_000109,3749.0,OTP_FRICTION,0.9998,0.6035,NUDGE,2081.6,NUDGE chosen | cause=OTP_FRICTION | confidence=1.000 | recoverability=0.604 | time=8min | amount=₹3749 | ERV=₹2082,NONE,PENDING
2026-09-05 11:03:42.020034,CHK_000110,11166.0,PAYMENT_FAILURE,0.9996,0.3543,STOP,0.0,Stopped by rule: OPT_OUT,NONE,NOT_CONTACTED
2026-09-05 11:03:42.020068,CHK_000111,3624.0,DISTRACTION_TIMEOUT,0.9997,0.2989,NUDGE,1146.0,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.299 | time=945min | amount=₹3624 | ERV=₹1146,NONE,PENDING
2026-09-05 11:03:42.020112,CHK_000112,2167.0,PAYMENT_FAILURE,0.9997,0.4677,PAYMENT_METHOD_SWITCH,1155.27,PAYMENT_METHOD_SWITCH chosen | cause=PAYMENT_FAILURE | confidence=1.000 | recoverability=0.468 | time=89min | amount=₹2167 | ERV=₹1155,NONE,PENDING
2026-09-05 11:03:42.020146,CHK_000113,5306.0,PAYMENT_FAILURE,0.9996,0.4271,STOP,0.0,Stopped by rule: MAX_TOUCHES,NONE,NOT_CONTACTED
2026-09-05 11:03:42.020177,CHK_000114,6728.0,OTP_FRICTION,0.9998,0.5302,STOP,0.0,Stopped by rule: IGNORED_INTERVENTIONS,NONE,NOT_CONTACTED
2026-09-05 11:03:42.020239,CHK_000115,5945.0,DISTRACTION_TIMEOUT,0.9998,0.3772,NUDGE,2372.27,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.377 | time=324min | amount=₹5945 | ERV=₹2372,NONE,PENDING
2026-09-05 11:03:42.020270,CHK_000116,7651.0,DISTRACTION_TIMEOUT,0.9995,0.4249,STOP,0.0,Stopped by rule: MAX_TOUCHES,NONE,NOT_CONTACTED
2026-09-05 11:03:42.020302,CHK_000117,5654.0,PRICE_HESITATION,0.9997,0.2349,STOP,0.0,Stopped by rule: IGNORED_INTERVENTIONS,NONE,NOT_CONTACTED
2026-09-05 11:03:42.020346,CHK_000118,3597.0,DISTRACTION_TIMEOUT,0.9997,0.2774,NUDGE,1055.71,NUDGE chosen | cause=DISTRACTION_TIMEOUT | confidence=1.000 | recoverability=0.277 | time=1217min | amount=₹3597 | ERV=₹1056,NONE,PENDING
2026-09-05 11:03:42.020377,CHK_000119,10276.0,PAYMENT_FAILURE,0.9998,0.4818,STOP,0.0,Stopped by rule: MAX_TOUCHES,NONE,NOT_CONTACTED
