checkout_id,action,recoverability_score,amount,outcome
CHK_000054,NUDGE,0.5622876668251491,2548.0,PENDING
CHK_000055,NUDGE,0.5948133429155703,2719.0,PENDING
CHK_000056,NUDGE,0.3941161898654306,735.0,RECOVERED
CHK_000057,NUDGE,0.5318284708575282,5320.0,RECOVERED
CHK_000058,NUDGE,0.3033245186148323,6484.0,PENDING
CHK_000059,NUDGE,0.5632697102147508,1702.0,RECOVERED
CHK_000060,NUDGE,0.3771600981894855,3145.0,PENDING
CHK_000061,NUDGE,0.5529621473040212,594.0,RECOVERED
CHK_000062,NUDGE,0.2328186134874947,9783.0,PENDING
CHK_000063,NUDGE,0.1848600773374781,13725.0,RECOVERED
CHK_000064,NUDGE,0.5804591862807071,7612.0,RECOVERED
CHK_000065,NUDGE,0.5576884839586905,9166.0,RECOVERED
CHK_000066,NUDGE,0.3006228155023036,10895.0,PENDING
CHK_000067,NUDGE,0.1843430188510468,11181.0,PENDING
CHK_000068,NUDGE,0.4193358037397734,6297.0,RECOVERED
CHK_000069,NUDGE,0.1853806377744796,13271.0,PENDING
CHK_000070,NUDGE,0.4340452465486279,5047.0,RECOVERED
CHK_000071,NUDGE,0.2210959520228514,8852.0,PENDING
CHK_000072,NUDGE,0.5640094252149572,3073.0,RECOVERED
CHK_000073,NUDGE,0.5842337566451163,7481.0,RECOVERED
CHK_000074,NUDGE,0.4523424015690168,10400.0,RECOVERED
CHK_000075,NUDGE,0.1726579838712841,10340.0,PENDING
CHK_000076,NUDGE,0.4326822850787185,7601.0,RECOVERED
CHK_000077,NUDGE,0.2203772585980083,6203.0,PENDING
CHK_000078,NUDGE,0.3695021951112475,6104.0,PENDING
CHK_000079,NUDGE,0.4192875251553323,5306.0,PENDING
CHK_000080,NUDGE,0.5506422932926224,3483.0,RECOVERED
CHK_000081,NUDGE,0.3092092270892456,3741.0,RECOVERED
CHK_000082,NUDGE,0.526120823414708,4861.0,PENDING
CHK_000083,NUDGE,0.2631327248161467,8673.0,PENDING
CHK_000084,NUDGE,0.4401563112302246,9576.0,PENDING
CHK_000085,NUDGE,0.3253241691479367,2413.0,PENDING
CHK_000086,NUDGE,0.2255938327336752,3218.0,PENDING
CHK_000087,NUDGE,0.3083691816373625,8728.0,RECOVERED
CHK_000088,NUDGE,0.4540975815635452,4811.0,RECOVERED
CHK_000089,NUDGE,0.2985287205165663,6650.0,RECOVERED
CHK_000090,NUDGE,0.2226330997771408,4064.0,PENDING
CHK_000091,NUDGE,0.4504501171274102,10776.0,PENDING
CHK_000092,NUDGE,0.2267014588002568,12699.0,PENDING
CHK_000093,NUDGE,0.2218619319730095,2038.0,PENDING
CHK_000094,NUDGE,0.2275054039094252,7626.0,PENDING
CHK_000095,NUDGE,0.4323401097263151,1484.0,RECOVERED
CHK_000096,NUDGE,0.4209972341249848,7599.0,PENDING
CHK_000097,NUDGE,0.2330997715520507,10920.0,PENDING
CHK_000098,NUDGE,0.2232365061066374,14236.0,PENDING
CHK_000099,NUDGE,0.2255938327336752,8917.0,PENDING
CHK_000100,NUDGE,0.4791847022162836,521.0,PENDING
CHK_000101,NUDGE,0.5504118759535113,4138.0,RECOVERED
CHK_000102,NUDGE,0.4462767061842168,6578.0,RECOVERED
CHK_000103,NUDGE,0.4134119076618365,2212.0,PENDING
CHK_000104,NUDGE,0.4175916699443466,7395.0,PENDING
CHK_000105,NUDGE,0.2088351082723146,5155.0,RECOVERED
CHK_000106,NUDGE,0.4045102819150535,6224.0,PENDING
CHK_000107,NUDGE,0.2362346246826326,11847.0,PENDING
CHK_000108,NUDGE,0.2285405958660837,7178.0,PENDING
CHK_000109,NUDGE,0.6035226404725911,3749.0,RECOVERED
CHK_000110,NUDGE,0.3542788570372414,11166.0,PENDING
CHK_000111,NUDGE,0.2988895888601825,3624.0,PENDING
CHK_000112,NUDGE,0.4676505249255187,2167.0,PENDING
CHK_000113,NUDGE,0.4270589844728937,5306.0,RECOVERED
CHK_000114,NUDGE,0.5301775744304352,6728.0,PENDING
CHK_000115,NUDGE,0.3771600981894855,5945.0,RECOVERED
CHK_000116,NUDGE,0.424895319814629,7651.0,RECOVERED
CHK_000117,NUDGE,0.2349428000061447,5654.0,RECOVERED
CHK_000118,NUDGE,0.2774084934109135,3597.0,PENDING
CHK_000119,NUDGE,0.4818103608143174,10276.0,RECOVERED
CHK_000120,NUDGE,0.4342880367825681,1843.0,PENDING
CHK_000121,NUDGE,0.4389918154560926,9882.0,RECOVERED
CHK_000122,NUDGE,0.2274605977846327,13015.0,RECOVERED
CHK_000123,NUDGE,0.4596496306290117,10560.0,PENDING
CHK_000124,NUDGE,0.2305000687670749,2285.0,PENDING
CHK_000125,NUDGE,0.3285857639713919,10293.0,PENDING
CHK_000126,NUDGE,0.1846873365697075,10435.0,PENDING
CHK_000127,NUDGE,0.5409862700681891,8342.0,PENDING
CHK_000128,NUDGE,0.3670864012205814,2460.0,RECOVERED
CHK_000129,NUDGE,0.2830478002624763,1345.0,PENDING
CHK_000130,NUDGE,0.2251976225290096,7078.0,PENDING
CHK_000131,NUDGE,0.5403314915900235,1903.0,RECOVERED
CHK_000132,NUDGE,0.2340888215259211,8140.0,PENDING
CHK_000133,NUDGE,0.2242347195792719,9380.0,PENDING
CHK_000134,NUDGE,0.2358025623396542,5493.0,PENDING
CHK_000135,NUDGE,0.3511745246026519,8623.0,RECOVERED
CHK_000136,NUDGE,0.2016193030463113,13698.0,PENDING
CHK_000137,NUDGE,0.4305562032616668,9464.0,PENDING
CHK_000138,NUDGE,0.4398146294332473,4785.0,RECOVERED
CHK_000139,NUDGE,0.3811609723690502,6284.0,PENDING
CHK_000140,NUDGE,0.1644080337845529,9165.0,RECOVERED
CHK_000141,NUDGE,0.4795574911758953,10178.0,RECOVERED
CHK_000142,NUDGE,0.3285347332209913,7853.0,PENDING
CHK_000143,NUDGE,0.4801181108848537,2659.0,PENDING
CHK_000144,NUDGE,0.2209264352641705,2697.0,PENDING
CHK_000145,NUDGE,0.4515511174281338,6391.0,PENDING
CHK_000146,NUDGE,0.3439246573616829,1093.0,PENDING
CHK_000147,NUDGE,0.4072995288381371,5969.0,RECOVERED
CHK_000148,NUDGE,0.3680044655726245,2625.0,PENDING
CHK_000149,NUDGE,0.4702862937212632,6897.0,PENDING
CHK_000150,NUDGE,0.5499518920240877,3339.0,RECOVERED
CHK_000151,NUDGE,0.4467347298226185,11153.0,RECOVERED
CHK_000152,NUDGE,0.4121212780084315,6060.0,PENDING
CHK_000153,NUDGE,0.3742949067681895,4459.0,PENDING
CHK_000154,NUDGE,0.2330997715520507,9875.0,PENDING
CHK_000155,NUDGE,0.3800642402229511,2017.0,RECOVERED
CHK_000156,NUDGE,0.3852040750993383,5166.0,PENDING
CHK_000157,NUDGE,0.3061178408549598,11367.0,PENDING
CHK_000158,NUDGE,0.5922627074244878,7352.0,PENDING
CHK_000159,NUDGE,0.301847116878948,7471.0,PENDING
CHK_000160,NUDGE,0.2297672689523149,4307.0,PENDING
CHK_000161,NUDGE,0.2889980386526958,1625.0,PENDING
CHK_000162,NUDGE,0.3961874617392649,8044.0,RECOVERED
CHK_000163,NUDGE,0.5366664471475762,2215.0,PENDING
CHK_000164,NUDGE,0.4270919561801214,6549.0,PENDING
CHK_000165,NUDGE,0.3843567420188734,6425.0,PENDING
CHK_000166,NUDGE,0.5241296258330074,4174.0,PENDING
CHK_000167,NUDGE,0.1861680965145941,2423.0,PENDING
CHK_000168,NUDGE,0.5293582079209264,2031.0,RECOVERED
CHK_000169,NUDGE,0.5569720880371642,540.0,RECOVERED
CHK_000170,NUDGE,0.4275339705952617,1992.0,RECOVERED
CHK_000171,NUDGE,0.5456381115923759,1947.0,PENDING
CHK_000172,NUDGE,0.5215774739327038,1978.0,RECOVERED
CHK_000173,NUDGE,0.4180143411118694,4505.0,PENDING
CHK_000174,NUDGE,0.2226760952507046,8796.0,PENDING
CHK_000175,NUDGE,0.2248903821992269,3800.0,PENDING
CHK_000176,NUDGE,0.3139607085110706,6632.0,PENDING
CHK_000177,NUDGE,0.2302605779481885,7493.0,PENDING
CHK_000178,NUDGE,0.4277243011414057,5158.0,PENDING
CHK_000179,NUDGE,0.2243655572211728,14285.0,RECOVERED
CHK_000180,NUDGE,0.5147196255895782,2620.0,RECOVERED
CHK_000181,NUDGE,0.4416305584898078,1641.0,PENDING
CHK_000182,NUDGE,0.4311025654882854,11620.0,PENDING
CHK_000183,NUDGE,0.5390291725055941,6718.0,PENDING
CHK_000184,NUDGE,0.2312372785975406,7668.0,RECOVERED
CHK_000185,NUDGE,0.2842461574610815,3736.0,PENDING
CHK_000186,NUDGE,0.5366664471475762,858.0,PENDING
CHK_000187,NUDGE,0.1761176659459272,13927.0,PENDING
CHK_000188,NUDGE,0.299161205135726,8184.0,PENDING
CHK_000189,NUDGE,0.4216419697303339,7769.0,PENDING
CHK_000190,NUDGE,0.6020486455725376,2363.0,RECOVERED
CHK_000191,NUDGE,0.5358151821357819,3267.0,RECOVERED
CHK_000192,NUDGE,0.4769639614950512,7970.0,RECOVERED
CHK_000193,NUDGE,0.3714788258820607,8568.0,RECOVERED
CHK_000194,NUDGE,0.3901889672880265,2592.0,RECOVERED
CHK_000195,NUDGE,0.5905779281071514,3055.0,RECOVERED
CHK_000196,NUDGE,0.5908578605175369,7980.0,RECOVERED
CHK_000197,NUDGE,0.3721370596855669,8744.0,RECOVERED
CHK_000198,NUDGE,0.2306379588930907,3809.0,RECOVERED
CHK_000199,NUDGE,0.2227621345828591,7793.0,RECOVERED
CHK_000200,NUDGE,0.2273710359261893,14180.0,RECOVERED
CHK_000201,NUDGE,0.3421115408556153,5923.0,PENDING
CHK_000202,NUDGE,0.4575038882227276,4393.0,PENDING
CHK_000203,NUDGE,0.2323514202217818,13515.0,PENDING
CHK_000204,NUDGE,0.4385575878672038,2564.0,RECOVERED
CHK_000205,NUDGE,0.4568493970000731,6591.0,RECOVERED
CHK_000206,NUDGE,0.2643349151539501,1219.0,PENDING
CHK_000207,NUDGE,0.145651078202351,10680.0,PENDING
CHK_000208,NUDGE,0.221265723247472,7690.0,PENDING
CHK_000209,NUDGE,0.1457075971983042,3072.0,PENDING
CHK_000210,NUDGE,0.2370547317287238,7241.0,PENDING
CHK_000211,NUDGE,0.2137872646298775,992.0,PENDING
CHK_000212,NUDGE,0.53412518568377,9048.0,PENDING
CHK_000213,NUDGE,0.5945285403515012,8936.0,PENDING
CHK_000214,NUDGE,0.4655709223657001,4119.0,PENDING
CHK_000215,NUDGE,0.3773301864845821,2176.0,RECOVERED
CHK_000216,NUDGE,0.3339840178550077,3265.0,PENDING
CHK_000217,NUDGE,0.3806675548104637,9756.0,PENDING
CHK_000218,NUDGE,0.5037716997269144,1632.0,PENDING
CHK_000219,NUDGE,0.1945945249556372,14167.0,PENDING
CHK_000220,NUDGE,0.2284050639467334,12672.0,RECOVERED
CHK_000221,NUDGE,0.2261241974065005,11865.0,PENDING
CHK_000222,NUDGE,0.2122181805293062,8680.0,PENDING
CHK_000223,NUDGE,0.2246276744962743,10463.0,PENDING
CHK_000224,NUDGE,0.2293569971427172,4800.0,PENDING
CHK_000225,NUDGE,0.4052452151132911,1180.0,PENDING
CHK_000226,NUDGE,0.5281367042874816,3671.0,RECOVERED
CHK_000227,NUDGE,0.5345461245249769,7371.0,PENDING
CHK_000228,NUDGE,0.5994182281738791,9350.0,RECOVERED
CHK_000229,NUDGE,0.5345461245249769,8451.0,PENDING
CHK_000230,NUDGE,0.3182770288626475,3604.0,PENDING
CHK_000231,NUDGE,0.5880739954962126,8819.0,PENDING
CHK_000232,NUDGE,0.2313297412256401,3988.0,PENDING
CHK_000233,NUDGE,0.431513811167277,8845.0,RECOVERED
CHK_000234,NUDGE,0.5919810453084305,3055.0,RECOVERED
CHK_000235,NUDGE,0.4704634581284207,2961.0,PENDING
CHK_000236,NUDGE,0.4669544772380291,11396.0,RECOVERED
CHK_000237,NUDGE,0.405079084076089,1359.0,PENDING
CHK_000238,NUDGE,0.3645096388866178,10942.0,PENDING
CHK_000239,NUDGE,0.40215090463797,2493.0,RECOVERED
CHK_000240,NUDGE,0.451709049680006,2541.0,PENDING
CHK_000241,NUDGE,0.5692646940864445,8503.0,PENDING
CHK_000242,NUDGE,0.5094122267377156,5559.0,PENDING
CHK_000243,NUDGE,0.5754395842691764,6621.0,PENDING
CHK_000244,NUDGE,0.231885975649965,8219.0,PENDING
CHK_000245,NUDGE,0.5710468825593404,4187.0,RECOVERED
CHK_000246,NUDGE,0.179520676616962,13803.0,RECOVERED
CHK_000247,NUDGE,0.2261241974065005,2018.0,PENDING
CHK_000248,NUDGE,0.5291539964288766,3187.0,PENDING
CHK_000249,NUDGE,0.4349105240537869,8942.0,RECOVERED
CHK_000250,NUDGE,0.3135386553869351,7273.0,RECOVERED
CHK_000251,NUDGE,0.2412786584076953,3081.0,PENDING
CHK_000252,NUDGE,0.4313276150767026,6126.0,PENDING
CHK_000253,NUDGE,0.3693372625195817,2392.0,RECOVERED
CHK_000254,NUDGE,0.2368129808190358,13663.0,PENDING
CHK_000255,NUDGE,0.2230305815919275,7904.0,PENDING
CHK_000256,NUDGE,0.4482716973110983,6704.0,RECOVERED
CHK_000257,NUDGE,0.5788613369027767,5433.0,PENDING
CHK_000258,NUDGE,0.3491825731435873,2603.0,RECOVERED
CHK_000259,NUDGE,0.40215090463797,8990.0,PENDING
CHK_000260,NUDGE,0.3980906495313862,7144.0,PENDING
CHK_000261,NUDGE,0.4286614971144775,11276.0,RECOVERED
CHK_000262,NUDGE,0.4253328617244059,5732.0,RECOVERED
CHK_000263,NUDGE,0.5667452248532858,1948.0,RECOVERED
CHK_000264,NUDGE,0.3939290388827429,7726.0,PENDING
CHK_000265,NUDGE,0.432003916803968,6555.0,RECOVERED
CHK_000266,NUDGE,0.5458626440294388,2759.0,PENDING
CHK_000267,NUDGE,0.2271474249346433,5135.0,PENDING
CHK_000268,NUDGE,0.2294025145506262,2861.0,PENDING
CHK_000269,NUDGE,0.5200271150683364,8042.0,RECOVERED
CHK_000270,NUDGE,0.3525638885780446,6824.0,PENDING
CHK_000271,NUDGE,0.222289715811296,5103.0,RECOVERED
CHK_000272,NUDGE,0.2353242002204345,13069.0,RECOVERED
CHK_000273,NUDGE,0.36505942514132,3762.0,RECOVERED
CHK_000274,NUDGE,0.4417731799869737,4982.0,RECOVERED
CHK_000275,NUDGE,0.3959982053438653,5120.0,PENDING
CHK_000276,NUDGE,0.4212119274651488,6092.0,PENDING
CHK_000277,NUDGE,0.2230571127679445,7271.0,RECOVERED
CHK_000278,NUDGE,0.2269242328208858,9117.0,PENDING
CHK_000279,NUDGE,0.3746294226959258,4985.0,RECOVERED
CHK_000280,NUDGE,0.4731428528062504,1551.0,RECOVERED
CHK_000281,NUDGE,0.5318284708575282,2017.0,PENDING
CHK_000282,NUDGE,0.371150711755405,3858.0,PENDING
CHK_000283,NUDGE,0.4115585731951398,5814.0,PENDING
CHK_000284,NUDGE,0.2256379386903004,11793.0,PENDING
CHK_000285,NUDGE,0.2300873279269351,11175.0,PENDING
CHK_000286,NUDGE,0.2343728407761903,5783.0,PENDING
CHK_000287,NUDGE,0.2142055077068272,3366.0,PENDING
CHK_000288,NUDGE,0.1955413796050077,7558.0,PENDING
CHK_000289,NUDGE,0.5440741062025953,6404.0,RECOVERED
CHK_000290,NUDGE,0.3757039205197651,9960.0,PENDING
CHK_000291,NUDGE,0.5877974906956922,6789.0,RECOVERED
CHK_000292,NUDGE,0.3788687903604412,8595.0,PENDING
CHK_000293,NUDGE,0.2156942735242476,4407.0,RECOVERED
CHK_000294,NUDGE,0.4619926624929464,11993.0,PENDING
CHK_000295,NUDGE,0.3122827487663976,3664.0,PENDING
CHK_000296,NUDGE,0.4388469243952592,8201.0,PENDING
CHK_000297,NUDGE,0.2359944100329622,11032.0,RECOVERED
CHK_000298,NUDGE,0.2274605977846327,3048.0,PENDING
CHK_000299,NUDGE,0.3754653037776245,9669.0,PENDING
CHK_000300,NUDGE,0.38268964518824,6377.0,PENDING
CHK_000301,NUDGE,0.3545115337926468,5315.0,PENDING
CHK_000302,NUDGE,0.2246714180756188,6713.0,PENDING
CHK_000303,NUDGE,0.4335900016581533,544.0,PENDING
CHK_000304,NUDGE,0.2263311287358721,3621.0,PENDING
CHK_000305,NUDGE,0.221223256564255,12068.0,PENDING
CHK_000306,NUDGE,0.2287215424358827,7002.0,RECOVERED
CHK_000307,NUDGE,0.4354165502356465,7053.0,PENDING
CHK_000308,NUDGE,0.4762297697889441,6356.0,PENDING
CHK_000309,NUDGE,0.1878569246277313,6683.0,PENDING
CHK_000310,NUDGE,0.2443464966953883,2672.0,PENDING
CHK_000311,NUDGE,0.2737415116750366,8197.0,PENDING
CHK_000312,NUDGE,0.3298682262678143,7498.0,PENDING
CHK_000313,NUDGE,0.2346100121313073,9774.0,PENDING
CHK_000314,NUDGE,0.2244965421382477,7968.0,RECOVERED
CHK_000315,NUDGE,0.4287959325641096,8454.0,RECOVERED
CHK_000316,NUDGE,0.439282043933988,798.0,RECOVERED
CHK_000317,NUDGE,0.4197107755292256,3157.0,PENDING
CHK_000318,NUDGE,0.4253328617244059,8333.0,PENDING
CHK_000319,NUDGE,0.3506830136410379,11262.0,PENDING
CHK_000320,NUDGE,0.4426628300162257,3047.0,PENDING
CHK_000321,NUDGE,0.2371515590832395,9657.0,PENDING
CHK_000322,NUDGE,0.5326600408675167,9193.0,PENDING
CHK_000323,NUDGE,0.6008759696937414,6163.0,PENDING
CHK_000324,NUDGE,0.4282590173604612,8337.0,PENDING
CHK_000325,NUDGE,0.3508463465974926,7711.0,RECOVERED
CHK_000326,NUDGE,0.3656062839932044,4456.0,RECOVERED
CHK_000327,NUDGE,0.5564959596433149,5175.0,RECOVERED
CHK_000328,NUDGE,0.5320359793325985,8956.0,PENDING
CHK_000329,NUDGE,0.4454762240159362,2895.0,PENDING
CHK_000330,NUDGE,0.2244092024881069,10022.0,PENDING
CHK_000331,NUDGE,0.3849879343504541,2813.0,PENDING
CHK_000332,NUDGE,0.5864200649798127,6060.0,PENDING
CHK_000333,NUDGE,0.5233399902968996,9595.0,RECOVERED
CHK_000334,NUDGE,0.544296710597588,5183.0,RECOVERED
CHK_000335,NUDGE,0.2647787872468284,5158.0,PENDING
CHK_000336,NUDGE,0.3366458167035585,1866.0,PENDING
CHK_000337,NUDGE,0.2267459801945466,5560.0,RECOVERED
CHK_000338,NUDGE,0.3721854172669886,3659.0,RECOVERED
CHK_000339,NUDGE,0.2353719557491191,13923.0,PENDING
CHK_000340,NUDGE,0.2312372785975406,3378.0,PENDING
CHK_000341,NUDGE,0.412792243709603,720.0,PENDING
CHK_000342,NUDGE,0.5605806930368613,1501.0,RECOVERED
CHK_000343,NUDGE,0.2960433315830506,771.0,PENDING
CHK_000344,NUDGE,0.234325459845379,13772.0,PENDING
CHK_000345,NUDGE,0.1484315973276952,3174.0,PENDING
CHK_000346,NUDGE,0.4827184177707502,3433.0,RECOVERED
CHK_000347,NUDGE,0.3752901124729614,6826.0,RECOVERED
CHK_000348,NUDGE,0.376835921434477,2077.0,PENDING
CHK_000349,NUDGE,0.2289481076664771,3462.0,PENDING
CHK_000350,NUDGE,0.4407514194848649,3683.0,RECOVERED
CHK_000351,NUDGE,0.4479630409779187,9658.0,PENDING
CHK_000352,NUDGE,0.5233399902968996,8807.0,PENDING
CHK_000353,NUDGE,0.5206067097167475,6914.0,PENDING
CHK_000354,NUDGE,0.4222886754278624,7765.0,PENDING
CHK_000355,NUDGE,0.2213082058586816,3045.0,PENDING
CHK_000356,NUDGE,0.2748531202819267,7352.0,PENDING
CHK_000357,NUDGE,0.4295341991094379,3653.0,PENDING
CHK_000358,NUDGE,0.5538981211112057,794.0,PENDING
CHK_000359,NUDGE,0.4821885431570908,8442.0,RECOVERED
CHK_000360,NUDGE,0.3517688656812495,740.0,PENDING
CHK_000361,NUDGE,0.3694844131071408,3157.0,PENDING
CHK_000362,NUDGE,0.2003639352536272,8362.0,PENDING
CHK_000363,NUDGE,0.2814315768925763,6466.0,PENDING
CHK_000364,NUDGE,0.4736836978406952,8581.0,RECOVERED
CHK_000365,NUDGE,0.2292660135179842,3590.0,RECOVERED
CHK_000366,NUDGE,0.4631768597571655,1703.0,PENDING
CHK_000367,NUDGE,0.4960432827297517,4651.0,RECOVERED
CHK_000368,NUDGE,0.3790406172794162,1492.0,RECOVERED
CHK_000369,NUDGE,0.3858800141873866,7627.0,PENDING
CHK_000370,NUDGE,0.2257703558420089,2156.0,PENDING
CHK_000371,NUDGE,0.2335697764036808,11369.0,PENDING
CHK_000372,NUDGE,0.4394273816565665,3926.0,PENDING
CHK_000373,NUDGE,0.4555484451597385,7867.0,PENDING
CHK_000374,NUDGE,0.4097221249013566,3006.0,RECOVERED
CHK_000375,NUDGE,0.3100172333217074,11485.0,PENDING
CHK_000376,NUDGE,0.2362827216845129,10429.0,PENDING
CHK_000377,NUDGE,0.2363789698143133,8500.0,RECOVERED
CHK_000378,NUDGE,0.2705197056349219,2141.0,PENDING
CHK_000379,NUDGE,0.2221612121778552,8923.0,RECOVERED
CHK_000380,NUDGE,0.391698010318786,7484.0,PENDING
CHK_000381,NUDGE,0.4306533736014942,7498.0,PENDING
CHK_000382,NUDGE,0.3026743768499235,569.0,PENDING
CHK_000383,NUDGE,0.3659001164432437,1237.0,PENDING
CHK_000384,NUDGE,0.3325250642583517,7664.0,RECOVERED
CHK_000385,NUDGE,0.2243219283181455,14071.0,PENDING
CHK_000386,NUDGE,0.2298586286596369,13673.0,RECOVERED
CHK_000387,NUDGE,0.3799023779879893,5592.0,PENDING
CHK_000388,NUDGE,0.5982584831043405,2298.0,RECOVERED
CHK_000389,NUDGE,0.2762530846791928,5856.0,RECOVERED
CHK_000390,NUDGE,0.2224183640926736,12763.0,RECOVERED
CHK_000391,NUDGE,0.4414565171452381,1723.0,RECOVERED
CHK_000392,NUDGE,0.2275502268396654,2572.0,PENDING
CHK_000393,NUDGE,0.3823387514298546,8295.0,PENDING
CHK_000394,NUDGE,0.4025421373267656,4315.0,RECOVERED
CHK_000395,NUDGE,0.3982820350249874,5073.0,PENDING
CHK_000396,NUDGE,0.4628376493898069,10776.0,RECOVERED
CHK_000397,NUDGE,0.2281795159691407,6150.0,RECOVERED
CHK_000398,NUDGE,0.2305460149072254,3168.0,PENDING
CHK_000399,NUDGE,0.570791342245183,4516.0,PENDING
CHK_000400,NUDGE,0.2345625422779119,7724.0,PENDING
CHK_000401,NUDGE,0.1703249353028742,14129.0,PENDING
CHK_000402,NUDGE,0.3809990683505351,1074.0,RECOVERED
CHK_000403,NUDGE,0.224060498198605,9837.0,PENDING
CHK_000404,NUDGE,0.4192875251553323,1419.0,RECOVERED
CHK_000405,NUDGE,0.4767801309917316,7694.0,PENDING
CHK_000406,NUDGE,0.4859939026175235,3094.0,RECOVERED
CHK_000407,NUDGE,0.576224362349161,5411.0,RECOVERED
CHK_000408,NUDGE,0.5728445070902395,7106.0,RECOVERED
CHK_000409,NUDGE,0.3059046688553515,3750.0,RECOVERED
CHK_000410,NUDGE,0.4414565171452381,3709.0,PENDING
CHK_000411,NUDGE,0.2264346807558032,11383.0,PENDING
CHK_000412,NUDGE,0.4327551704347898,11213.0,RECOVERED
CHK_000413,NUDGE,0.2133577383573982,11335.0,RECOVERED
CHK_000414,NUDGE,0.1381214213486496,6934.0,PENDING
CHK_000415,NUDGE,0.5099525161675564,5345.0,PENDING
CHK_000416,NUDGE,0.4552248722496157,8145.0,PENDING
CHK_000417,NUDGE,0.2311448852904136,12920.0,PENDING
CHK_000418,NUDGE,0.4078846307039057,9679.0,PENDING
CHK_000419,NUDGE,0.3374124747923927,7670.0,RECOVERED
CHK_000420,NUDGE,0.2115559028813812,9210.0,PENDING
CHK_000421,NUDGE,0.3893115911095897,1001.0,RECOVERED
CHK_000422,NUDGE,0.3219725805693684,4227.0,RECOVERED
CHK_000423,NUDGE,0.2249780828695167,14916.0,PENDING
CHK_000424,NUDGE,0.4257712945001309,8032.0,PENDING
CHK_000425,NUDGE,0.2730324091442062,4173.0,PENDING
CHK_000426,NUDGE,0.5770120463357367,9328.0,RECOVERED
CHK_000427,NUDGE,0.2220328530297139,13472.0,PENDING
CHK_000428,NUDGE,0.4253328617244059,2563.0,RECOVERED
